SR013267,8.180E,364317,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,SCZ5H59,11/11/2024,669352,RUI,ENTREGA NO LOCAL 14/05/2025,,,,,,,,,,,,,,,,,,,,,,
SR014769,8.180E,364319,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,SCZ4C99,21/11/2024,670161,RUI,ENTREGA NO LOCAL 14/05/2025,,,,,,,,,,,,,,,,,,,,,,
SR010802,8.180E,364320,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,SCZ8D79,21/11/2024,670182,RUI,ENTREGA NO LOCAL 14/05/2025,,,,,,,,,,,,,,,,,,,,,,
SR012765,8.180E,364323,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,SCZ8J79,21/11/2024,670174,RUI,ENTREGA NO LOCAL 14/05/2025,,,,,,,,,,,,,,,,,,,,,,
SR013529,8.180E,364149,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR010552,8.180E,363598,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR014350,8.180E,363597,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR010592,8.180E,363603,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR011886,8.180E,363602,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR012859,8.180E,363595,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR010290,8.180E,364152,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR010574,8.180E,363600,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR010666,8.180E,363596,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR011534,8.180E,363502,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,28/11/2025,,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR012401,8.180E,364325,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,SCZ5A69,11/11/2024,669364,RUI,ENTREGA NO LOCAL 14/05/2025,,,,,,,,,,,,,,,,,,,,,,
SR011882,8.180E,366409,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,,,,,RUI,23/06 - 10:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
SR011305,8.180E,367221,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,NÃO TEM,,21/11/2024,670191,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR011859,8.180E,367223,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,NÃO TEM,,11/11/2024,669357,RUI,,,,,,,,,,,,,,,,,,,,,,,
SR011621,8.180E,367227,NENHUM,FALSE,ENTREGUE,SECRETARIA DE ESTADO DA EDUCAÇÃO,CLIENTE,NÃO,PAGO,NÃO TEM,,11/11/2024,669323,RUI,,,,,,,,,,,,,,,,,,,,,,,
TR009537,27.260,374911,NENHUM,FALSE,ENTREGUE,SEVERINO SARAIVA BARBOSA,CLIENTE,OK,PAGO,NÃO TEM,,30/12/2025,1017044,PAULO,06/01/2026 - 09:00 HORAS,,,"R$ 4.500,00",374912,PARAMETRIZAÇÃO,,,,,,,,,,,,,,,,,
SR030062,18.320,359301,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA,CLIENTE,NÃO,PAGO,,,25/04/2025,974198,LUIZ CLAUDIO,13/05/2025,,,"R$ 6.000,00",,"PARAMETRIZAÇÃO, TAPETE, CHINIL E SOPRADOR",,,,,,,,,,,,,,,,,
TR009512,18.260,364173,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA,CLIENTE,NÃO,PAGO,,,25/04/2025,974195,LUIZ CLAUDIO,13/05/2025,,,"R$ 1.500,00",,"TAPETE, CHINIL E SOPRADOR",,,,,,,,,,,,,,,,,
TR019231,18.320,376803,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA,CLIENTE,P,PAGO,NÃO TEM,CHAGAS - 20/01/26,20/01/2026,1020237,LUIZ CLAUDIO,,,,"R$ 8.000,00",,"PARAMETRIZACAO,  BUZINA SIMPLES A AR, TAPETE VINIL, MANGUEIRA DE SOPARA E INSUFILME",,,,,,,,,,,,,,,,,
TR023624,25.480,,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA,CLIENTE,P,PAGO,TEM,,26/02/2026,1026868,LUIZ CLAUDIO,,,,"R$ 8.000,00",378776,"BUZINA SIMPLES A AR, TAPETE VINIL, MANGUEIRA DE SOPARA E INSUFILME",,,,,,,,,,,,,,,,,
TR029984,25.480,376527,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA ,CLIENTE,P,PAGO,TEM,,25/11/2025,1011663,LUIZ CLAUDIO,,,,"R$ 8.000,00",376525,"PARAMETRIZACAO,  BUZINA SIMPLES A AR, TAPETE VINIL, MANGUEIRA DE SOPARA E INSUFILME",,,,,,,,,,,,,,,,,
TR008414,18.320,374473,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA ,CLIENTE,OS.,PAGO,NÃO TEM,,26/11/2025,1012184,LUIZ CLAUDIO,,,,"R$ 8.000,00",374471,"PARAMETRIZACAO,  BUZINA SIMPLES A AR, TAPETE VINIL, MANGUEIRA DE SOPARA E INSUFILME - ACESSÓRIOS OK",,,,,,,,,,,,,,,,,
TR202043,28.480,369634,NENHUM,FALSE,ENTREGUE,SINVAL JOSE DA SILVA LTDA  CHINIL 18.320,CLIENTE,P,PAGO,REALIZADA,NATHALIA,30/01/2026,1022323,LUIZ CLAUDIO,03/02/2026,13:30,,"R$ 2.000,00",376646,"VINIL, CHINIL E CHINIL PARA MODELO 18.320",,,,,,,,,,,,,,,,,
SR031065,15.210 OD,ok,NENHUM,FALSE,ENTREGUE,SJC BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,,,28/04/2025,178185,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR032032,15.210 OD,363655,NENHUM,FALSE,ENTREGUE,SJC BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,,ENTREGUE - ITUMBIARA,28/04/2025,974510,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR031471,15.210 OD,363657,NENHUM,FALSE,ENTREGUE,SJC BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,,ENTREGUE - ITUMBIARA,28/04/2025,974152,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR032019,15.210 OD,363658,NENHUM,FALSE,ENTREGUE,SJC BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,,ENTREGUE - ITUMBIARA,28/04/2025,974511,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
TR009847,11.180,369826,NENHUM,FALSE,ENTREGUE,SORVEART IND E COM DE SORVETES LTDA ,CLIENTE,OK,PAGO,NÃO TEM,,16/04/2025,685005,CRISTIANO,02/08/2025,09:00,,EXTERNO,369962,INSUFILME,,,,,,,,,,,,,,,,,
SR042611,9.180,367425,NENHUM,FALSE,ENTREGUE,SORVETE GOIANO INDUSTRIA E COMERCIO LTDA,CLIENTE,NÃO,PAGO,,,10/07/2025,987895,GADMA,15/07 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR013726,25.480,365781,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,,28/05/2025,979984,CRISTIANO,10/06 - 10:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR013190,17.210,365792,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,JRV - 10/06,27/05/2025,979708,CRISTIANO,CLIENTE VAI PEGAR NA JRV,,,,,,,,,,,,,,,,,,,,,,
TR006438,17.210,365513,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,JRV - 05/06,27/05/2025,979707,CRISTIANO,CLIENTE VAI PEGAR NA JRV,,,,,,,,,,,,,,,,,,,,,,
TR006943,17.210,365597,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,JRV - 05/06,27/05/2025,979706,CRISTIANO,CLIENTE VAI PEGAR NA JRV,,,,,,,,,,,,,,,,,,,,,,
TR003204,20.480,361232,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,,25/09/2025,1001696,CRISTIANO,03/10 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR025970,25.480,371621,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,,30/09/2025,1002440,CRISTIANO,09/10 - 09:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR027109,25.480,371713,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,,,30/09/2025,1002442,CRISTIANO,09/10 - 09:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR022429,26.320,372242,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,15/10/2025,1005047,CRISTIANO,22/10 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR022344,26.320,372241,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,15/10/2025,1005044,CRISTIANO,22/10 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR020585,26.320,372327,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,21/10/2025,1006146,CRISTIANO,03/11 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR020918,26.320,372610,NENHUM,FALSE,ENTREGUE,SOUSA NAVES INDUSTRIA E COMERCIO DE FERRAGENS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,VIAJEM - 62649 - GO - 28/10,21/10/2025,1006147,CRISTIANO,03/11 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR005793,30.320,365252,NENHUM,FALSE,ENTREGUE,SP TRANSPORTES E SERVICOS LTDA,CLIENTE,NÃO,PAGO,,,27/05/2025,979819,GADMA,02/06/2025,10:00,,"R$ 5.000,00",,PARAMETRIZAÇÃO,,,,,,,,,,,,,,,,,
SR036143,9.180,367184,NENHUM,FALSE,ENTREGUE,SPACO AGRICOLA LTDA - ACESSÓRIOS,CLIENTE,SIM,PAGO,NÃO TEM,FACCHINI - 24/06/2025,18/06/2025,984166,MARIANA,11/07 - 10:00 HORAS,,,"R$ 600,00",,TAPETE PREMIUM - NÃO INSTALOU,,,,,,,,,,,,,,,,,
TR009976,30.320,366636,NENHUM,FALSE,ENTREGUE,SPALT IND E COM DE PRODUTOS QUIMICOS LTDA,CLIENTE,OS.,PAGO,NÃO TEM,JBS - 08/10,30/09/2025,1002390,JORGE,03/11 - 16:00 HORAS,,,"R$ 5.000,00",372889,"PARAMETRIZAÇÃO - FERNANDO FEZ POR R$ 5.000,00",,,,,,,,,,,,,,,,,
TR015353,13.180,366786,NENHUM,FALSE,ENTREGUE,STA - DISTRIBUIDORA DE ALIMENTOS ,CLIENTE,NÃO,PAGO,,,13/06/2025,691883,LUIZ CLAUDIO,16/07 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR012467,13.180,366787,NENHUM,FALSE,ENTREGUE,STA - DISTRIBUIDORA DE ALIMENTOS ,CLIENTE,NÃO,PAGO,,,16/06/2025,692040,LUIZ CLAUDIO,16/07 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR011676,13.180,366435,NENHUM,FALSE,ENTREGUE,STA - DISTRIBUIDORA DE ALIMENTOS ,CLIENTE,NÃO,PAGO,,,13/06/2025,691890,LUIZ CLAUDIO,16/07 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR023007,30.320,377161,BAU - FACCHINI,TRUE,ENTREGUE,STA - DISTRIBUIDORA DE ALIMENTOS ,CLIENTE,P,PAGO,NÃO TEM,,13/11/2025,707994,LUIZ CLAUDIO,12/02/26 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR009513,32.380,376580,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,29/01/2026,1021897,DOUGLAS,31/01/26 - 10:00 HORAS,,,"R$ 980,00",376543,"VINIL, INSUFILME, MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
TR005871,26.260,371831,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,02/10/2025,1002973,DOUGLAS,13/10 - 16:00 HORAS,,,"R$ 1.000,00",,TAPETE BORRACHA E SOM COM ALTO FALANTES,,,,,,,,,,,,,,,,,
TR026971,18.210,379283,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,PATIO 1 - COLOCAR ACESSÓRIOS,27/02/2026,1027018,DOUGLAS,01/04/2026,13:30,,"R$ 1.000,00",379207,"TAPETE BORRACHA, SOPRADOR, SOM NOS QUE NAO TIVER",,,,,,,,,,,,,,,,,
TR030477,17.210,379284,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,PATIO 1 - COLOCAR ACESSÓRIOS,27/02/2026,1027012,DOUGLAS,01/04/2026,13:30,,"R$ 1.000,00",379055,"TAPETE BORRACHA, SOPRADOR, SOM NOS QUE NAO TIVER",,,,,,,,,,,,,,,,,
TR025467,31.320,379947,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/02/2026,1027035,DOUGLAS,08/05/2026,09:00,,"R$ 1.000,00",379421,"TAPETE BORRACHA, SOPRADOR, SOM NOS QUE NAO TIVER",,,,,,,,,,,,,,,,,
TR018289,31.320,380228,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/02/2026,1027030,DOUGLAS,08/05/2026,09:00,,"R$ 1.000,00",379421,"TAPETE BORRACHA, SOPRADOR, SOM NOS QUE NAO TIVER",,,,,,,,,,,,,,,,,
TR026494,26.260,381739,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/02/2026,1027008,DOUGLAS,21/05/26,09:00,,"R$ 1.000,00",381706,"TAPETE BORRACHA, INSUFILME, SOPRADOR E SOM C/ ALTO FALANTE",,,,,,,,,,,,,,,,,
TR007857,26.260,378018,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/02/2026,1026998,DOUGLAS,21/05/26,09:00,,"R$ 1.000,00",381563,"TAPETE BORRACHA, INSUFILME, SOPRADOR E SOM C/ ALTO FALANTE",,,,,,,,,,,,,,,,,
TR031028,26.260,382329,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/02/2026,1027004,DOUGLAS,29/05/26,09:00,,"R$ 1.000,00",379421,"TAPETE BORRACHA, SOPRADOR, MANGUEIRA DE SOPRAR E SOM C/ ALTO FALANTE",,,,,,,,,,,,,,,,,
TR031028,26.260,382329,NENHUM,FALSE,ENTREGUE,STADIUM CONSTRUTORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/02/2026,1027004,DOUGLAS,29/05/26,09:00,,"R$ 1.000,00",379421,"TAPETE BORRACHA, SOPRADOR, MANGUEIRA DE SOPRAR E SOM C/ ALTO FALANTE",,,,,,,,,,,,,,,,,
SR031547,13.180,364170,NENHUM,FALSE,ENTREGUE,SUPER QUINTANILHA LTDA,CLIENTE,NÃO,PAGO,,,30/04/2025,975094,PAULO,07/06 - 10:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR018423,30.320,369019,NENHUM,FALSE,ENTREGUE,SUPERMERCADO 007 LTDA ,CLIENTE,OK,PAGO,NÃO TEM,,29/07/2025,991091,PAULO,21/08 - 13:30 HORAS,,,"R$ 5.000,00",,"Tapete borracha e tapete verniz, chinil banco e painel, calha, insufilme, mangueira de soprar, 4 mochilas cinza, 4 copos, 4 bones",,,,,,,,,,,,,,,,,
SR031426,9.180,364172,NENHUM,FALSE,ENTREGUE,SUPERMERCADO GONTIJO NETO LTDA,CLIENTE,NÃO,PAGO,,,14/05/2025,977498,JORGE,19/05 - 08:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR029068,11.180,373855,NENHUM,FALSE,ENTREGUE,SUPERMERCADO RADIAL LTDA,CLIENTE,NÃO,PAGO,,VOLTANDO DA FACCINI,18/11/2025,1.010.784,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
TR031482,13.180,376617,NENHUM,FALSE,ENTREGUE,SUSTENTAR RECICLAVEIS LTDA,CLIENTE,N,PAGO,NÃO TEM,,28/01/2026,1021685,PAULO,11/02/26 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR015049,18.210,368086,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,TACOGRAFO,08/07/2025,694740,LUIZ CARLOS,11/08 - 09:00 HORAS,,,"R$ 2.000,00",368148,"CALHA, INSUFILME, CHINIL BANCO E PAINEL, TAPETE VINIL, MANGUEIRA DE SOPRAR E COROTE DE AGUA",,,,,,,,,,,,,,,,,
TR019678,9.180,368348,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,NÃO VEIO PARA P/ FAZE ENTREGA TECNICA,09/07/2025,694769,LUIZ CARLOS,,,,"R$ 2.000,00",368349,"CALHA, INSUFILME, CHINIL BANCO E PAINEL, TAPETE VINIL, MANGUEIRA DE SOPRAR E COROTE DE AGUA",,,,,,,,,,,,,,,,,
TR200584,28.480,372017,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,09/10/2025,1003975,LUIZ CARLOS,15/10 - 13:30 HORAS,,,CORTESIA,371923,DEFLETOR,,,,,,,,,,,,,,,,,
TR027116,11.180,372229,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,26/09/2025,702847,LUIZ CARLOS,20/10 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR008671,18.210,372487,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OS.,PAGO,NÃO TEM,,26/09/2025,702849,LUIZ CARLOS,28/10 - 09:00 HORAS,,,EXTERNO,372493,TANQUE AUXILIAR,,,,,,,,,,,,,,,,,
TR000248,11.180,374284,BAU,TRUE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,P,PAGO,NÃO TEM,,27/11/2025,1012454,LUIZ CARLOS,21/01/26 - 14:00 HORAS,,,EXTERNO,377066,TANQUE DE COMBUSTIVEL,,,,,,,,,,,,,,,,,
VR009708,17.210,380221,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,P,PAGO,NÃO TEM,,31/03/2026,722048,LUIZ CARLOS,18/05/26,10:00,,EXTERNO,380062,TANQUE AUXILIAR,,,,,,,,,,,,,,,,,
TR012480,18.210,368093,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,08/07/2025,694742,LUIZ CARLOS,02/09/2025,09:00,,"R$ 2.000,00",368145,"CALHA, INSUFILME, CHINIL BANCO E PAINEL, TAPETE VINIL, MANGUEIRA DE SOPRAR E COROTE DE AGUA",,,,,,,,,,,,,,,,,
TR010388,18.210,368065,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,08/07/2025,694743,LUIZ CARLOS,02/09/2025,09:00,,"R$ 2.000,00",368139,"CALHA, INSUFILME, CHINIL BANCO E PAINEL, TAPETE VINIL, MANGUEIRA DE SOPRAR E COROTE DE AGUA",,,,,,,,,,,,,,,,,
TR019870,9.180,368136,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,NÃO VEIO PARA P/ FAZE ENTREGA TECNICA,07/07/2025,694678,LUIZ CARLOS,,,,"R$ 2.000,00",368351,"CALHA, INSUFILME, CHINIL BANCO E PAINEL, TAPETE VINIL, MANGUEIRA DE SOPRAR E COROTE DE AGUA",,,,,,,,,,,,,,,,,
TR014880,18.210,368087,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,08/07/2025,694741,LUIZ CARLOS,21/08 - 09:00 HORAS,,,"R$ 2.000,00",368149,"CALHA, INSUFILME, CHINIL BANCO E PAINEL, TAPETE VINIL, MANGUEIRA DE SOPRAR E COROTE DE AGUA",,,,,,,,,,,,,,,,,
TR001967,30.320,364852,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,,14/03/2025,,LUIZ CARLOS,,,,,,,,,,,,,,,,,,,,,,,
SR033803,18.260,362885,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,EMBARCOU P/ SJ DO RIO PRETO,28/01/2025,,LUIZ CARLOS,AGENDADO,,,,,,,,,,,,,,,,,,,,,,
SR026737,18.260,360725,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,EMBARCOU P/ SJ DO RIO PRETO,,,LUIZ CARLOS,AGENDADO,,,,,,,,,,,,,,,,,,,,,,
SR026427,18.260,360977,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,EMBARCOU P/ SJ DO RIO PRETO,,,LUIZ CARLOS,AGENDADO,,,,,,,,,,,,,,,,,,,,,,
SR034459,18.260,361158,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,EMBARCADO,,,LUIZ CARLOS,AGENDADO,,,,,,,,,,,,,,,,,,,,,,
SR023050,18.260,351250,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,JRV,,,LUIZ CARLOS,AGENDADO,,,,,,,,,,,,,,,,,,,,,,
TR006058,18.210,375742,BAU,TRUE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OK,PAGO,,,26/11/2025,709178,LUIZ CARLOS,13/01/2025 - 13:30 HORAS,,,EXTERNO,,TANQUE DE COMBUSTIVEL,,,,,,,,,,,,,,,,,
TR202189,28.480,375617,NENHUM,FALSE,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,OS.,PAGO,NÃO TEM,,15/01/2026,1019447,LUIZ CARLOS,19/01/2026 - 16:00 HORAS,,,CORTESIA,375624,"DEFLETOR TETO, SAIA LATERAL, INSUFILME E 6 RODAS",,,,,,,,,,,,,,,,,
VR009675,17.210,,382641,,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,,,31/03/2026,722047,LUIZ CARLOS,PAGO,,,NÃO TEM,,TANQUE AUXILIAR,,,,,,,,,,,,,,,,,,,
VR009695,17.210,,BRANCO GEADA,,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,,,31/03/2026,722045,LUIZ CARLOS,PAGO,ABERT,382768,NÃO TEM,,TANQUE AUXILIAR,,,,,,,,,,,,,,,,,,,
VR009900,17.210,,BRANCO GEADA,T & T COMERCIO E REPRESENTACAO LTDA,ENTREGUE,T & T COMERCIO E REPRESENTACAO LTDA,CLIENTE,,,31/03/2026,722046,LUIZ CARLOS,PAGO,OK,382640,NÃO TEM,,TANQUE AUXILIAR,,,,,,,,,,,,,,,,,,,
TR015452,13.180,366790,NENHUM,FALSE,ENTREGUE,TAM LOGISTICA E TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,,,16/06/2025,692180,LUIZ CLAUDIO,16/07 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR015464,13.180,366786,NENHUM,FALSE,ENTREGUE,TAM LOGISTICA E TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,,,16/06/2025,692071,LUIZ CLAUDIO,16/07 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR013025,30.320,373487,NENHUM,FALSE,ENTREGUE,TAM LOGISTICA E TRANSPORTES LTDA,CLIENTE,OS.,PAGO,,FALTOU CORTINA E INTERCLIMA,,,LUIZ CLAUDIO,18/11 - 09:00 HORAS,,,"R$ 1.800,00",373486,"CHINIL CAMA, BANCO E PAINEL, VINIL, SIRENE DE RE, CALHA DE CHUVA, CORTINA E INSUFILME (R$ 2.100,00 - 1.800,00 VOUCHER = 300,00 P/ PGR) COLOCAR TUDO DE UMA COR SÓ AZUL OU PRETO",,,,,,,,,,,,,,,,,
